Name,Short_Name,Price
oil idhayam nallaennai(50ml),50ml இதயம்(ந.எ)pkt,17.0
indica easy Rs.25 , Rs.25 indica easy ,25.0
center fresh jar,center fresh jar,225.0
moove cream Rs.15,Rs.15 மூவ்கிரிம்,15.0
jelly alp (sb) jar ,jelly alp (sb) jar ,200.0
jelly alp (g.f)JAR,jelly alp (g.f)JAR,200.0
tajmahal l 100g ,tajmahal l 100g ,85.0
Egg 1ps ,முட்டை 1ps,6.0
3roses 500g,3roses 500g,320.0
karthika herbal powder 180g,180g கார்த்திகா ஹெர்பலஂ சீயக்காய்,65.0
karthika shampoo 175ml,175ml karthika shampoo ,102.0
soodam 5pkt,5pkt சூடம்,100.0
karthika shampoo (ds) 175ml,175ml கார்த்திகா ஷாம்பு (ds) ,112.0
mams magic Rs.10,Rs.10 mams magic,10.0
rusk britanniya Rs.10,Rs.10 பிரிட்டானியா ரஸ்க்,10.0
gold filter,gold filter,100.0
salt uppu tata ,1kg டாட்டா சால்ட்,30.0
kadugu 1 atta ,கடுகு 1 அட்டை Rs.5,60.0
oreo Rs.10,Rs.10 Oreo,10.0
oreo Rs.10 (1pai),oreo Rs.10 (1பை),120.0
"karthika (d,s)shampoo 80ml",80ml karthika (green)shampoo,43.0
perungayathool Rs.1,Rs.1 பெ.காய.தூள்,20.0
bajji mavu aachi 200g,200g ஆச்சி பஜ்ஜி மாவு ,42.0
bingo Rs.5 saram,Rs.5பிங்கோ சரம்,80.0
chik egg white Rs.1 saram,Rs.1 chik egg white  saram,20.0
meera shampoo 180ml,180ml meera shampoo ,170.0
chik shampoo Rs.1saram,Rs.1chik shampoo saram,20.0
meera shampoo(a&d) 180ml,180ml meera shampoo(a&d) ,155.0
meera shampoo(a&d) 80ml,80ml meera shampoo (a&d) ,79.0
chik shampoo(t&g)80ml,80ml chik shampoo(t&g),52.0
cinthol (og) Rs.10 (1pai),cinthol(og) Rs.10 (1pai),120.0
cinthol(cool) Rs.10(1pai),Rs.10cinthol(கூல்)(1pai),120.0
cinthol block Rs.10(1pai),Rs.10cinthol block(1pai),120.0
chik shampoo (t&g) 175ml,175ml சிகஂ சாமஂபு (t&g) black,112.0
kari masala50g saram,50gகரிமசலா சரம்,310.0
chikkan masala50gm saram,50gmசிக்கன் மசாலா சரம்,280.0
karthicka sampoo (h&S)175ml,175ml karthicka sampoo (h&S),97.0
meera herbal 40g,40g meera herbal ,39.0
chik (s&p) shampoo 175ml,175ml சிகஂ சாமஂபு (s&p),89.0
chick shampoo(s&p) 80ml ,80ml சிக் ஷாம்பு (s&p) ,45.0
karam மசாலா50g saram,50g கரம் மசாலா சரம்,380.0
meera shampoo 80ml,80ml meera shampoo ,69.0
karthika shampoo(b&s)80ml,80ml karthika(green)shampoo,52.0
black rouse ,பிளாக் ரோஸ் ,60.0
goorej expert (original),goorej (SHAMPOO HAIR COLOUR),15.0
glucon-D,glucon-D,31.0
cigaretee total,டோட்டல் சிகரட்,60.0
cigaretee wave,வேவ் சிகரட் ,60.0
cigaretee mini,மினி சிகரட் ,60.0
cigaretee kings lite,கிங்க்ஸ் லைட் சிகரட்,165.0
cigaretee gold filter,கோல்டு பில்டர்,100.0
cigaratee scissors,சிசர் சிகரட் ,80.0
gokul santol Rs.40,gokul santol Rs.40,40.0
yardley powder,யார்ட்லி பவுடர்,125.0
johnsons baby lotion 100ml,johnsons baby lotion 100ml,100.0
johnsons baby shampoo 100ml,100ml johnsons baby shampoo,98.0
karthika hair oil 50ml,50ml கார்த்திகா ஹரஂ ஆயிலஂ,35.0
johnsons baby shampoo 50ml,50ml johnsons baby shampoo,62.0
karthika hair oil 100ml,100ml கார்த்திகா ஹரஂ ஆயிலஂ,69.0
horlicks lite 500g jar,500g ஹார்லிக்ஸ் lite Jar,345.0
johnsons baby oil 100ml,100ml johnsons baby oil,140.0
horlicks women+ 500g jar,500g jar horlicks(wom+),310.0
johnson baby oil 50ml,50ml johnson baby oil,62.0
maithaa 10kg pai,மைதா10kg pai,400.0
lion honey set 250g,250g லயன்ஹனி செட்,154.0
lion honey 100g,100g லைன் ஹனி,60.0
lion honey 50g,50g லைன் ஹனி,38.0
challenge Rs.10,challenge Rs.10,10.0
challenge SOAP Rs.10,Rs.10 செலஞ் சோப்பு,10.0
spinz bb (face talc)80g,80g spinz bb (face talc),120.0
horlicks mother+500g rifill,horlicks (m+)500g rifill,540.0
Fairever naturals 50g,50g Fairever naturals,93.0
horlicks mother+200g rifil,200g ஹார்லிக்ஸ் (m+) rifil,295.0
Fairever naturals 25g,25g Fairever naturals,50.0
horlicks junior 500g,500g horlicks junior jar,290.0
kissan 100g,100gகிசான்,20.0
sunsilk 180ml jar ,180ml சன்சில்க் jar,108.0
kissan 130g fresh tomato refil,130g kissan fresh tomato refil,15.0
closeup Rs.10 pai,closeup Rs.10 pai,120.0
jothi appalam 250g ,250g ஜோதிஅப்பளம் ,65.0
meelmaker,meelmaker,150.0
challenge Rs.10 1.dasan,1.டசன்Rs.10challenge ,120.0
anil ravai500g,500g அணில் ரவை,40.0
oil goldwinner vanaspathi 500ml,500ml goldwinner vanaspathi ,84.0
anil rice flour,அணில்ரைஸ்flour,31.0
poondu ,பூண்டு,80.0
kari pattai  1ps,கரிபட்டை1ps,15.0
pachcharisi,பச்சரிசி,40.0
 tajmahal pachcharisi,த.மஹால்(அரிசி),750.0
tajmahal pachcharisi,தா.மஹால்(அரிசி),850.0
kissan tomoto 200g,200g kissan tomoto,63.0
kissan tomoto500g,500gkissan tomoto,105.0
sunsilk 80g jar,sunsilk 80g jar,58.0
iodex 8g,8G Iodex,46.0
iodex 8g (25ps),iodex 8g (25ps),1000.0
iodex spray 60g,iodex spray 60g,195.0
amurthanjan Rs.38 (1pai),Rs.38 அமுர்தான்ஜன்,38.0
nei aachi 1ltr,1ltrஆச்சி நெய்,896.0
amurthanjan Rs.40,Rs.40 அமுர்தான்ஜன்,40.0
kesari kalar,கேசரி கலர்,3.0
puli ,புளி ,140.0
pachcha pattaani,பச்சபட்டாணி,140.0
goodKnight green coil Rs.37,Rs.37 goodKnight green coil ,37.0
goodKnight maha jumbo coil,குட் நைட் மஹா ஜம்போ காயில் ,40.0
nippo led BULB Rs.325,15w nippo led BULB ,325.0
nippo led BULB Rs.160,9w nippo led BULB Rs.160,160.0
whisper choice Rs.32,Rs.32 விஸ்பர் choice ,32.0
stayfree xl Rs.37,Rs.37 stayfree xl ,37.0
indica easy(sha.hair.col)Rs.40,Rs.40 indica easy(sha.hair.col),40.0
duracell Rs.20 atta ,duracell Rs.20 atta ,200.0
siraga thool 50g,50g சக்தி சீரகதூள்,46.0
bleaching powder Rs.12,Rs.12 bleaching powder,12.0
bleaching powder Rs.12total(pkt),bleaching powder Rs.12total 1.(pkt),144.0
payasa semiya 500g,500g பாயச சேமியா,50.0
veet Rs.128 50g,Rs.128 வீட் 50g,128.0
veet Rs.75 30g,Rs.75 வீட் 30g,75.0
milk maid tin,மில்க்மெய்டு டின் 380g,144.0
krack heel repair Rs.55,Rs.55 krack heel repair,55.0
itch guard,ட்ச் கார்ட் Rs.77,77.0
Ring guard,ரிங் கார்ட்,67.65
oma water 6ps(1pai),6psஓம வாட்டர் (1பை),60.0
oma water 1ps,1ps ஓமவாட்டர்,20.0
spray ks 45ml,spray ks 45ml,65.0
spray engage(w+),180mlspray engage(w+),195.0
hit chalk Rs.16,Rs.16 hit chalk ,20.0
hunter ஈ மருந்து,hunter ஈ மருந்து,24.0
hit chalk Rs.16 saram(12ps),Rs.16 hit chalk saram(12ps),192.0
hunter ஈ மருந்து 1saram24ps,hunter ஈ.ம.1saram24ps,576.0
hit spray red 125ml,hit spray red 125ml,75.0
hit spray black 125ml,125ml hit spray black,85.0
hit spray red 200ml,200ml.hit spray red,105.0
hit spary black 200ml,200ml hit spary black ,115.0
nippo AA battery Rs.16 attai,nippo AA battery Rs.16 attai,160.0
nippo AAA battery Rs.16 attai,nippo AAA battery Rs.16 attai,160.0
nippo AA battery 1ps,nippo AA battery 1ps,16.0
nippo led BULB 12W,12W nippo led BULB,300.0
nippo AAA battery,nippo AAA battery,16.0
kp namboodiri Rs20,Rs.20 kp நம்புதிரி பேஸ்ட்,20.0
parle-G 1pkt,பார்லே ஜி 1.pkt,80.0
kp namboodiri 100g,100g kp நம்புதிரி பேஸ்ட்,70.0
horlicks 500G pkt,500g ஹார்லிக்ஸ் pkt,199.0
kp namboodiri 200g,200g kp நம்புதிரி பேஸ்ட் (w) free ,100.0
boost 200g pkt,200g pkt boost ,99.0
hide&seek Rs.30, Rs.30 hide&seek ,30.0
hide&seek caffe Rs.30,Rs.30 hide&seek caffe ,30.0
idli podi Rs.2 saram,Rs.2இட்லிபொடிசரம்,24.0
naattu sakkara 1.kg,1..kgநாட்டுசக்கர ,100.0
cup plastic 150ml 1saram,150ml பே.கப் சரம் ,55.0
naattu sakkara 1/2.kg,1/2.kg நாட்டு சர்க்கரை,49.0
naattu sakkara(muligai)1/2.kg,1/2.kgமூலிகை நா.சக்கர,65.0
hide&seek 1.jar,hide&seek 1.jar,150.0
happy happy cakes 1ps,happy happy cakes 1ps,5.0
levista coffee 50g1+1, 50g1+1levesta coffee,95.0
vendhayam attai ,வெந்தையம் அட்டை,60.0
milagu attai,மிளகு அட்டை,60.0
cigaretee kings,கிங்க்ஸ் சிகரட் ,165.0
nool kandu Rs.5(1kattu),Rs.5நூல்கண்டு கட்டு,50.0
milagu attai Rs.5,Rs.5 மிளகு அட்டை,60.0
viputhi Rs5(1saram),Rs5விபூதி 1சரம்,50.0
siragam attai Rs.5,Rs.5 சீரகம் அட்டை,60.0
lion honey (1+1)set 250g,லைன் ஹனி (1+1) set 250g,160.0
venthaiyam Rs.5 attai,Rs.5 வெந்தயம் அட்டை,60.0
moove cream Rs.15(1saram,Rs.15மூவ்கிரிம்(1saram,180.0
munthri thirtchai Rs.5 attai,Rs.5 முந்திரி திராட்சை அட்டை,60.0
soampu Rs.5 attai,Rs.5 சோம்பு அட்டை,60.0
milagu siragam Rs.5 attai,Rs.5 மிளகு சீரகம் அட்டை,60.0
amurthanjan Rs.2 saram,Rs.2 அமுர்தான்ஜன் சரம்,40.0
kadugu Rs.5 1 atta ,Rs.5 கடுகு அட்டை,60.0
yelakkai Rs.5 attai,Rs.5 ஏலக்காய் அட்டை,60.0
pattai kirampu sompu Rs.5 attai,Rs.5 பட்ட கிராம்பு சோம்பு அட்டை,60.0
vim panchi Rs.10,Rs.10 விம் பஞ்சி,10.0
munthri Rs.5 attai ,Rs.5முந்திரி அட்டை,60.0
munthri thirtchai Rs.10 attai,Rs.10 முந்திரி திராட்சை அட்டை,100.0
idli podi 50g,50g இட்லி பொடி,21.0
vim panchi Rs.10(1.saram),Rs.10.சரம்.விம்பஞ்சு,120.0
pattai kirampu sompu Rs.10 attai,Rs.10 பட்ட கிராம்பு சோம்பு அட்டை,120.0
biriyani masala 50g,50g சக்தி பிரியாணி மசாலா ,35.0
idli podi Rs.5,Rs.5இட்லிபொடி,5.0
idli podiRs.5.saram,Rs.5இட்லிபொடிசரம்,50.0
"duracell Rs.20 atta AA,AAA ","duracell Rs.20 atta AA,AAA ",200.0
duracell Rs.20  ,Rs.20 duracell ,20.0
masala Rs.10 attai,Rs.10 மசாலா அட்டை,120.0
masala Rs.5 attai,Rs.5 மசாலா அட்டை,60.0
pampers(L)Rs.28,Rs.28பேம்பர்ஸ்(L),28.0
pampers(L)Rs.28.(1saram,Rs.28pampers(L)சரம்,224.0
tigar birtania 150g,150g பிர்டானியா டைகர்,30.0
pampers(M)Rs24(saram,Rs24pampers(M)சரம்,192.0
pampers(M)Rs24,pampers(M)Rs24,24.0
pampers(s)Rs20(saram,Rs20pampers(s)சரம்,160.0
pampers(s)Rs20,Rs.20pampers(s),20.0
idli podi Rs.10 saram,idli podi Rs.10 saram,100.0
nool kandu pachcha Rs.2 ,Rs.2 பச்சை நூல்கண்டு pkt,24.0
chikkan masala Rs.5 saram,Rs.5 சிக்கன் மசாலா சரம்,50.0
taaza gold(tea) 500g,500g Taaza கோல்டு டீ,147.5
chikkan masala Rs.5 ,Rs.5 சிக்கன் மசாலா ,5.0
avt  tea 500g,500g Avt  Tea,150.0
chicken masala Rs.5 ,Rs.5 சிக்கன் மசாலா,5.0
mattan masala Rs.5,Rs.5 ஆச்சி மட்டன் மசாலா,5.0
mattan masala Rs.5(saram ,Rs.5 மட்டன் மசாலா சரம் ,50.0
bahubali stream sippam,பாகுபலி சிப்பம்,1100.0
mattan masala Rs.10,Rs.10 ஆச்சி மட்டன் மசாலா,10.0
naattu ponni sippam,நாட்டு பொன்னி சிப்பம்,1200.0
rasa podi Rs.5,Rs.5 ரச பொடி,5.0
mattan masala Rs.10.saram,Rs.10மட்டன் மசாலா சரம்,100.0
rasa podi Rs.5 saram,Rs.5 ரச பொடி சரம்,50.0
mattan masala 50g saram,50gமட்டன் மசாலா சரம்,280.0
thirachai Rs.5 attai,Rs.5 திராட்சைஅட்டை,60.0
vanaspathi(abi) dalda 500ml,500ml vanas(abi)டால்டா,160.0
vanaspathi(abi) dalda 1.ltr,1.ltr vanas(abi)டால்டா1.ltr,300.0
cinthol Rs.25,cinthol Rs.25,30.0
cinthol Rs.30,cinthol Rs.30,30.0
vanaspathi(abi)dalda 200ml,200ml vanas(abi)டால்டா,60.0
3roses 500g t.star,3 ரோசஸ் டாப் ஸ்டார் 500g ,350.0
chilli chikkan masala50gm,50gmசில்லி சிக்கன் மசாலா,34.5
raagi maavu sakthi(500g,500gராகிமாவுசக்தி,41.0
raagi sakthi(500g,500g சக்தி ராகி மாவு,47.0
perumkayam lg katti 50G,50g(LGகட்டிகாயம்,78.0
comport 220ml,220ml comport,58.0
muyal vilakkenna 100ml,100ml மு.வி.எண்ணெய்,35.0
vanaspathi(abi) dalda 100ml,100ml vanaspathi(abi)டால்டா,50.0
vanaspathi(abi) dalda 50ml,50ml vanaspathi(abi)டால்டா,15.0
vanaspathi(gold.w)dalda 500ml,500ml vanas(g.w)டால்டா,163.0
vanaspathi(gold.w)dalda1/2kg,1/2kg vanas(gold.w) டால்டா,100.0
nei Rs.10 udhayakiru,Rs.10உ.கி.நெய்,10.0
nei Rs10 aachi,Rs10ஆச்சி நெய்,10.0
kissan tomoto500g bottle,500gகிசான்(toma) bottle,105.0
kissan tomoto 200g bottle,200g கிசான்(toma) bottle,63.0
kissan Rs.15(130g) fresh tomato refil,Rs.15கிசான்(130g) refil,15.0
kissan 100g Rs.20,Rs.20 கிசான் 100g,20.0
kissan 500g jar,500g கிசான் jar,160.0
kissan 500g bottle,500g கிசான் bottle,160.0
kissan 200g bottle,200g கிசான் bottle,80.0
stayfree xl Rs.42,Rs.42 stayfree xl ,42.0
kesari kalar 20pkt,20pktகேசரிகலர்,60.0
arisi maavu rasathi1/2kg,1/2kg  ராசாத்தி அரிசிமாவு,40.0
oil goldwinner 500ml,500ml கோல்டு வின்னர்,94.0
oil goldwinner 1.ltr box,1.ltrகோல்ட் வின்னர் box,2100.0
horlicks women+ 400g jar,400g ஹார்லிக்ஸ் (w+)jar,345.0
surf excel 1/2 kg blue,1/2 kg சர்ப் ப்ளூ பவுடர்,77.0
EXO steelscurber,EXO steelscurber,15.0
nool kandu(p)Rs.5(1kattu) pkt,Rs.5 பச்சை நூல்கண்டு pkt,60.0
whisper Rs.32,Rs.32 விஸ்பர்,32.0
sunsilk shampoo Rs.1 saram,Rs.1 சன் சில்க் ஷாம்பூ சரம்,16.0
sunsilk shampoo 180ml black,180ml சன்சில்க் கருப்பு ,132.0
sunsilk shampoo 80ml black,80ml சன்சில்க் கருப்பு ,64.0
surf excel 1kg powder blue,1kg சர்ப் எக்சல் ப்ளூ easy wash,95.0
table role(l)size,table role(l)size,300.0
sensodyne 40g (deep clean) Rs.80,Rs.80sensodyne(d&c)40g ,80.0
sensodyne 40g (fresh&m) Rs.80,Rs.80sensodyne(F&M)40g,80.0
sensodyne 40g(F&G) Rs.80,Rs.80sensodyne(F&G)40g,80.0
sensodyne 40g(R&R) Rs.95,Rs.95sensodyne 40g(R&R),95.0
sensodyne 70g(D&C)Rs.130,Rs.130sensodyne 70g(D&C),130.0
sensodyne 80g(R&R)Rs.170,Rs.170 sensodyne 80g(R&R),170.0
sensodyne 75g(F&M)Rs.120 ,Rs.120sensodyne(F&M)75g,120.0
oil vilakkennai muyal 500ml,500mlமுயல் வி.எண்ணெய்,120.0
oil idhayam nallannai200ml ,200ml இதயம் (ந.எ) pkt ,85.0
oil idhayam nallannai 1.ltr bottle,1.ltrஇதயம் (ந.எ) bottle,492.0
oil idhayam mantra (M) 1.ltr bottle,1.ltr இதயம்மந்த்ரா (ம) bottle,225.0
viputhi 50g Rs.10,50g விபூதிRs.10,10.0
viputhi 50g 1 saram,50gவிபூதி 1சரம்,100.0
viputhi 250g Rs.30,250gவிபூதி Rs.30,30.0
seeval saatha Rs.5 bandal,Rs.5சா.சீவல்பண்டல்,100.0
sunrise Rs.2 saram,Rs.2 சன் ரைஸ் சரம்,24.0
sunrise Rs.2 bundle13saram,Rs.2 சன் ரைஸ் பண்டல்,296.0
sunrise Rs.5 saram,Rs.5 சன் ரைஸ்saram,30.0
sunrise Rs.10 ,Rs.10 சன்ரைஸ் ,10.0
sunrise Rs.10saram,Rs.10சன்ரைஸ்saram,60.0
sunrise 50g jar ,50g சன்ரைஸ் jar ,105.0
ravai nandhi 500g,500gரவை நந்தி,40.0
ravai nandhi 1kg,1kg ரவை நந்தி,75.0
ravai sampaa nanthi.500g,500gசம்பா ரவை நந்தி,59.0
comport 850ml,850mlகம்போர்ட்,245.0
surf LIQ matic Rs.225,Rs.225surf LIQ matic ,225.0
comport 430ml(Rs120,430mlcomport(Rs120,120.0
huggies(s)Rs.20,huggies(s)Rs.20,20.0
huggies(s)1.saram,huggies(s)1.சரம்,160.0
huggies(m)Rs.24,huggies(m)Rs.24,24.0
huggies(m)1.saram,huggies(m)1.சரம்,192.0
huggies(L)Rs.28,huggies(L)Rs.28,28.0
huggies(L)1.saram,huggies(L)1.சரம்,224.0
time pass cookies Rs.5,Rs.5டைம்பாஸ்.குக்கிஸ்,5.0
time pass(Rs.5.saram,Rs.5.டைம் பாஸ்.சரம்,75.0
little hearts(Rs.5),little hearts(Rs.5),5.0
little hearts(Rs.5)saram,Rs.5 லிட்டில் Hearts சரம்,75.0
gokul santol Rs.225,Rs.225 gokul santol,225.0
gokul santol soap Rs.40,Rs.40கோ.சா சோப்,40.0
theepetti 2kili (1box),தீப்பெட்டி2கிளி(1box),20.0
surf excel(F&L)powder,சர்ப்excel(F&L)powder,260.0
surf excel(B&L)powder1Kg,1.kg சர்ப்(B&L)பவுடர்,240.0
surf excel(F&L)powder1kg,1kgசர்ப்(F&L)பவுடர்,260.0
surf LIQ matic(F&L) Rs.225,1.ltr சர்ப்LIQ(F&L) Rs.225,225.0
surf LIQ(t&l)500ml Rs.105,500ml சர்ப்LIQ(t&l)Rs.105,105.0
surf excel LIQ(Q&W)500ml Rs.90,500mlசர்ப்(Q&W)LIQ.Rs.90,90.0
surf excel(T&L)1kg powder,1.kgசர்ப்(T&L)powder,240.0
tajmahal100g ,100gதாஜ்மகால் ,90.0
tajmahal Rs.10 saram(10ps),Rs.10tajmahalசரம்(10ps),100.0
tajmahal Rs.10 ,Rs.10 தாஜ்மகால் டீ தூள்,10.0
semiyaa payasam 500g,500gசேமியா(பா),50.0
imayam masala 100g Rs.32,100g இமயம் மசாலா,32.0
imayam masala ,"இமயம்,மசாலா 1kg",320.0
hamam soapRs.58,Rs.58 hamam,58.0
peedi athri 1.bundle,பீடி அத்ரி பண்டல்,175.0
maggi noodles Rs.14,Rs.14 மேகி நூடுல்ஸ்,14.0
maggi noodles Rs.14 (1.tadan),Rs.14மேகி(1.டசன்),180.0
nijam pakku rs.1(50ps),Rs.1நிஜாம்பாக்கு(50ps),50.0
maggi noodles Rs.12 dasan,Rs.12மேகி 1.டசன்,144.0
